6250000.0	27250400.0	27250400.0	27250400.0	27250400.0	27250400.0	27250400.0	27250400.0	37457900.0	75000000.0	75000000.0	75000000.0	75000000.0	75000000.0	75000000.0	75000000.0	75000000.0	75000000.0	75000000.0
1904760.0	2940920.0	2940920.0	2940920.0	2940920.0	2940920.0	2940920.0	2940920.0	3030030.0	3030030.0	3030030.0	6894410.0	6894410.0	12495300.0	12495300.0	12495300.0	12495300.0	12495300.0	12495300.0
1257860.0	1257860.0	1257860.0	1257860.0	1257860.0	1257860.0	1257860.0	2352830.0	2352830.0	2352830.0	2352830.0	4165450.0	4165450.0	4165450.0	4165450.0	16636200.0	16636200.0	16636200.0	16636200.0
14035100.0	39984000.0	39984000.0	39984000.0	39984000.0	39984000.0	39984000.0	39984000.0	44424700.0	44424700.0	44424700.0	44424700.0	44424700.0	44424700.0	44424700.0	44424700.0	44424700.0	44424700.0	44424700.0
3921570.0	14279600.0	14279600.0	14279600.0	14279600.0	14279600.0	14279600.0	14279600.0	16658300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0
955414.0	955414.0	955414.0	955414.0	955414.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0
3225700.0	7996160.0	7996160.0	7996160.0	7996160.0	7996160.0	7996160.0	7996160.0	8691120.0	8691120.0	8691120.0	8691120.0	8691120.0	8691120.0	11103700.0	11103700.0	11103700.0	11103700.0	11103700.0
3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	3703700.0	11108600.0	11108600.0	11108600.0	11108600.0
1302930.0	1386470.0	2266210.0	2266210.0	8246150.0	8246150.0	8246150.0	8246150.0	8419990.0	8419990.0	8419990.0	8419990.0	13791700.0	13791700.0	13791700.0	13791700.0	13791700.0	13791700.0	13791700.0
2040820.0	2040820.0	2040820.0	2040820.0	2040820.0	2040820.0	3278580.0	3278580.0	3389370.0	3389370.0	3389370.0	9082650.0	9082650.0	22182800.0	22182800.0	22182800.0	22182800.0	22182800.0	22182800.0
3921410.0	14273500.0	14273500.0	14273500.0	14273500.0	14273500.0	14273500.0	14273500.0	16658300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0
3508400.0	9992510.0	9992510.0	9992510.0	9992510.0	9992510.0	9992510.0	9992510.0	11105600.0	11105600.0	11105600.0	11105600.0	11105600.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0
7691120.0	26634700.0	26634700.0	26634700.0	26634700.0	26634700.0	26634700.0	26634700.0	30747900.0	30747900.0	30747900.0	30747900.0	30747900.0	34782600.0	34782600.0	34782600.0	34782600.0	34782600.0	34782600.0
4545250.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0
3124610.0	7402470.0	7402470.0	7402470.0	7402470.0	7402470.0	7402470.0	7402470.0	7997120.0	15366900.0	15366900.0	15366900.0	15366900.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0	17391300.0
4545250.0	28522500.0	28522500.0	28522500.0	28522500.0	28522500.0	28522500.0	28522500.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0	33333300.0
11109900.0	22845400.0	22845400.0	22845400.0	22845400.0	22845400.0	22845400.0	22845400.0	24235800.0	38068000.0	38068000.0	38068000.0	38068000.0	69565200.0	69565200.0	69565200.0	69565200.0	69565200.0	69565200.0
57142900.0	57142900.0	57142900.0	57142900.0	57142900.0	57142900.0	57142900.0	57142900.0	66633300.0	66633300.0	66633300.0	66633300.0	66633300.0	66633300.0	66633300.0	66633300.0	66633300.0	66633300.0	66633300.0
11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0	11594200.0
12306200.0	28553100.0	28553100.0	28553100.0	28553100.0	28553100.0	28553100.0	28553100.0	30758600.0	30758600.0	30758600.0	30758600.0	30758600.0	61510100.0	69565200.0	69565200.0	69565200.0	69565200.0	69565200.0
816327.0	961511.0	961511.0	961511.0	961511.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0	19417500.0
3636360.0	3636360.0	3636360.0	3636360.0	3636360.0	3636360.0	3636360.0	3636360.0	4079140.0	4079140.0	4079140.0	4079140.0	4079140.0	4079140.0	8318780.0	8318780.0	8318780.0	8318780.0	8318780.0
1284110.0	1365170.0	2209870.0	2209870.0	7545750.0	7545750.0	7545750.0	7545750.0	7691120.0	7691120.0	7691120.0	7691120.0	62500000.0	62500000.0	62500000.0	62500000.0	62500000.0	62500000.0	62500000.0
